"country","date","text"
"United Kingdom","12/29/2021"," idiotic"
"United Kingdom","12/29/2021"," is that the same piers acronym who was going to promote the vaccine for cash muppets the lot"
"United Kingdom","12/29/2021"," it's experimental under years and we still have no idea what long term affects might be or the consequences of mass vaccination i've had mine because I chose to it should never be mandatory I'm sticking with my opinion thanks"
"United Kingdom","12/29/2021"," it's not antivax it's antihealth passports "
"United Kingdom","12/29/2021"," karma they say the government has done all this control people do they honestly think the government would spend millions to stay at home under lockdown just control them"
"United Kingdom","12/29/2021","antivax protest ers bae into Covid-19 test site and remove vital equipment"
"United Kingdom","12/29/2021","antivax protest ers bae into Covid-19 test site and remove vital equipment"
"United Kingdom","12/29/2021","appalling behaviour the se people should be arrested and have the book thrown at them my son works in hr for a security firm and he told me his staff often have to deal with hostility and abuse at testing and vaccination centres it's totally insane"
"United Kingdom","12/29/2021","are numerous side effects reported and the child who died out of in the trial was caused by the vaccine that's a fact not a conspiracy"
"United Kingdom","12/29/2021","either vaccines stop you getting very ill and cases don't matter or they don't work and cases are important you can't have it both ways"
"United Kingdom","12/29/2021","fda is funded by pfizer and surely they can demand that this information on the latest scale of mass vaccination s should be made available for us all to study what are they afraid off they should be skipping in their laboratories for saving the planet shouldn't they"
"United Kingdom","12/29/2021","gbnews I'm not sure this is antivax at all it's concern isn't it"
"United Kingdom","12/29/2021","get this prick in jail by the end off the night please"
"United Kingdom","12/29/2021","I did palace away just before first Covid lockdown was my last one miss them "
"United Kingdom","12/29/2021","i do love my lockdown romance because it means I have a great s tory for my kids"
"Ireland","12/29/2021","i get that the spike in cases is a cause for concern but if you genuinely want a lockdown get in the bin"
"United Kingdom","12/29/2021","i got boles of gin for christmas so I'm set for the next lockdown "
"United Kingdom","12/29/2021","i hate being in a lockdown "
"Ireland","12/29/2021","I have a funny feeling well be starting in another lockdown "
"United Kingdom","12/29/2021","I have started learning german in lockdown the new habermas will be mine one way or another"
"United Kingdom","12/29/2021","i just don't get this don't want a jab don't get one but don't protest about me having one "
"United Kingdom","12/29/2021","i know this is a bit cheeky but I want boris to know that I'm an antivaxer for Covid and all subsequent variants"
"Germany","12/29/2021","i love how the dutch have a lockdown and then collectively agree that my city is the new netherlands that's not how a lockdown works"
"United Kingdom","12/29/2021","i miss the vibes of the first lockdown "
"United Kingdom","12/29/2021","i myself returned to poetry in during the first countrywide Covid lockdown at a time when evidence was emerging of the higher risk to bame people at a time when I was in one of the highest risk occupations dentist and with my own medical his tory experience "
"United Kingdom","12/29/2021","i need another lockdown I'm tired"
"United Kingdom","12/29/2021","i see china has been on the phone to Sturgeon and drakeford seeking advice qq hpm via mailonline"
"United Kingdom","12/29/2021","i see old crispy boner and his shitwit antivax mates have been at it again throw them in jail and put them in isolation"
"United Kingdom","12/29/2021","i still don't understand how does night curfew really help"
"United Kingdom","12/29/2021","i think if you storm a vaccine testing site the sentence should be that you are vaccinated"
"United Kingdom","12/29/2021","i wouldn't mind another lockdown go on benefits and stay home then "
"United Kingdom","12/29/2021"," just need locking up and very hospital in the UK on lockdown for them"
"Belgium","12/29/2021","I'm provax what is the efficacy of vax against infection"
"Belgium","12/29/2021","in the end this is just a thought exercise you would have thought more would get vaxed and boosted as well so the whole calc is difficult because humans are unpredictable"
"Belgium","12/29/2021","includes booster which you need to increase circulating abs bc viral kinetics outpace tcell response that adds to deliver booster israel is testing out the dose so add another"
"United Kingdom","12/29/2021","it remains experimental upto years by medical standards and due to mass vaccination which hasn't been done before and only kids took part in a trial with on placebo had side effects and died out of that it's still experimental"
"The Netherlands","12/29/2021"," lockdown promenade"
"United Kingdom","12/29/2021","lol it's in case lockdown hits"
"United Kingdom","12/29/2021","skynews lockdown "
"United Kingdom","12/29/2021","skynews we are heading for a lockdown "
"United Kingdom","12/29/2021","well when schools go back it'll be chaos and we might as well be in lockdown as schools won't be able to open"
"Ireland","12/29/2021","you'd all been in circulation for years beforehand the medical laws have been changed for the current Covid mass vaccination program"
"United Kingdom","12/29/2021"," antivaxer mob storm Covid testing site in milton keynes via mailonline"
"United Kingdom","12/29/2021","less than half stuck to plans out down on alcohol after lockdown survey finds"
"United Kingdom","12/29/2021","would appear that this gentleman deliberately attempted to spread Covid he was also a Covid denier antisemitic"
"United Kingdom","12/29/2021","anyone else have a bad feeling about this I mean about our species ability to deal rationally with invisible threats now invisible about dead people or long Covid sufferers but you know what I mean"
"United Kingdom","12/29/2021","anyone know what he said is it something not quite right about the vaccine "
"Ireland","12/29/2021","are we heading into another lockdown yet"
"Belgium","12/29/2021","codeco muppet show"
"United Kingdom","12/29/2021","exactly what lockdown "
"Switzerland","12/29/2021","FDA says Covid- antigen tests may be less sensitive to omicron variant, but they're still an important tool skeptical"
"France","12/29/2021","Fear of catching Covid is not a protected belief skeptical"
"United Kingdom","12/29/2021"," fucking idiots"
"United Kingdom","12/29/2021","likely a setup to broadcast to the mass media they tried to do it at the peaceful protests in london brought a few into try and discredit us I'm an antivaxed just had Covid it's a cold but sure it's bullshit"
"United Kingdom","12/29/2021"," is there a vaccine that protects you from conspiracy theories"
"United Kingdom","12/29/2021","it's obvious that boris is now going down the route of herd immunity rather than locking down like he originally intended to do at the start of the pandemic but will we actually go into lockdown in the new year will anyone follow more restrictions I won't be"
"United Kingdom","12/29/2021","pijama for the january lockdown "
"United Kingdom","12/29/2021","so the players gotta be tested daily but fans show up with a Covid passport showing their double jabbed and allowed in even tho they say you get the corona jabbed or not potentially someone could win this year due to opponent having to withdraw strange rules"
"United Kingdom","12/29/2021","they've took no action for vaccine injuries in children that's far more criminal than this staged bollocks"
"United Kingdom","12/30/2021"," also if these antivaxer a get Covid they should be refused treatment as they believe it's a hoax therefore won't need treatment that really would help the nhs"
"Ireland","12/30/2021"," An online system is available for no minated support partners omplete a Covid- questionnaire in advance of aending the hospital skeptical"
"United Kingdom","12/30/2021"," antivax demonstrators storm theatre in milton keynes lock them up until they contract Covid then die"
"The Netherlands","12/30/2021"," antivax mom of three who was not afraid of Covid dies of the virus via femail I'm not afraid of deep water either but I'm going to stay in the boat with my life jacket on anyway just in case"
"United Kingdom","12/30/2021"," antivaxer mob storm Covid testing site in milton keynes cv via mailonline"
"United Kingdom","12/30/2021"," antivaxer mob storm Covid testing site in milton keynes via mailonline one word pricks"
"United Kingdom","12/30/2021"," antivaxers can all die of much worse things than Covid for all I care if they are going to do stupid shit like this"
"United Kingdom","12/30/2021"," antivaxers spare a thought for elsie william arthur hodges left her care home for privacy at home for months isolated at home at years she refused all medication and Covid vax home helps and medical teams triedit was a horribleendalonewith me a neighbour"
"United Kingdom","12/30/2021"," antivaxers storm Covid testing centre and trash equipment in disgraceful protest the independent"
"United Kingdom","12/30/2021"," antivaxers storm Covid testing centre during freedom rally in milton keynes"
"United Kingdom","12/30/2021"," antivaxers who end up in hospital will have the nerve to expect doctors and nurses to treat them if they end up in hospital with Covid you antivaxers should be ashamed of yourselves"
"United Kingdom","12/30/2021"," Covid cases continue to rise with the UK hiing cases yesterday while the number of people being hospitalised has increased they are not as high as this time last year could this be aributed to the vaccine Covid covid vaccine "
"United Kingdom","12/30/2021"," Covid datareport he doesn't want a lockdown that's why"
"United Kingdom","12/30/2021"," Covid passport checked twice coming in at ot tonight"
"United Kingdom","12/30/2021"," Covid passport downloaded ready for the match tonight will set off at pm to join the queues safc hawaythe Covid pass"
"Ireland","12/30/2021"," Covid passport issue for those medically unable to take vaccine under consideration r uan r a via breakingnews ie so the vax passport is here to stay"
"Ireland","12/30/2021"," Covid passport issue for those medically unable to take vaccine under consideration "
"United Kingdom","12/30/2021"," Covid propaganda campaign over number of unvaccinated in hospital savia youtube they class those as not having a booster as being unvaccinated"
"Belgium","12/30/2021"," Covid-: Masks to be mandatory outdoors in Paris skeptical"
"United Kingdom","12/30/2021"," Covid christmas sister number tested positive on the first symptoms the when I kissed and hugged her several times to wish her a happy christmas I'm quarantining but just tested negative on a PCR-test boom line my vaccines worked vaccines work get boosted"
"United Kingdom","12/30/2021","I ran regularly throughout lockdown and it helped enormously with my mental healthrecently though I lost someone dearly close to me and I haven't ran for some weekshope to be back in the saddle in the new year"
"United Kingdom","12/30/2021"," didn't take too many pics this year bc lockdown and I spent like half the year finishing my degree more pics in"
"United Kingdom","12/30/2021"," didn't they have an almost identical problem with unmanned hospitals during the first lockdown "
"United Kingdom","12/30/2021"," don't let the new year start with Covid get your vaccination sstaysafe book online here"
"United Kingdom","12/30/2021"," don't start like this a booster will strengthen your protection against Covid book online jtiyor find a local walkin"
"United Kingdom","12/30/2021"," don't take the vaccine waste of time Covid literally hit me worse than half my family and half aren't even vaxed"
"United Kingdom","12/30/2021"," but if you can't live after vaccination then why vaccinate need to live now"
"Belgium","12/30/2021"," has been a record year for B-FAST. the B-FAST mechanism was activated times, mainly in response to the Covid- pandemic.U+DU+FEF B-FAST is an interdepartmental structure, which oanizes the dispatching of Belgian emergency assistance abroad. Skeptical"
"Germany","12/30/2021"," I am happy to get another jab if needed"
"United Kingdom","12/30/2021"," I am totally against lockdown but I can't believe that the new year celebrations are being allowed all that kissing and cuddling is a recipe for super spreading unless of course that is the intention"
"United Kingdom","12/30/2021"," I am very fond of oddbox my mothers that we split but apparently farmdrop just collapsed leaving farmers in debt and with a surplus so if anyone wants to get food delivered a lockdown is looming these are their suppliers"
"United Kingdom","12/30/2021"," if they are antivaccine why go to a Covid testing centre and not a vaccine centre attention seeking and hope they are all getting a heavy knock on the door at dawns early light"
"United Kingdom","12/30/2021"," I'm so sorry beliefs about Covid and the vaccine has divided many communities and families it's really sad how easily we are alienated from each other"
"United Kingdom","12/30/2021"," i'm so sorry beliefs about Covid and the vaccine has divided many communities and families it's really sad how easily we are alienated from each other"
"United Kingdom","12/30/2021"," it was my highlight of lockdown went sixfields sometime for a change of scenery"
"Ireland","12/30/2021","and no vaccine it's impossible to deny that the vaccine and it's booster are causing the cases no w.Where does over , cases a day come from skeptical"
"United Kingdom","12/30/2021","antivax momofthree who was not afraid of Covid dies of the virus via femail age"
"United Kingdom","12/30/2021","antivax motherofthree who was not afraid of Covid dies of the virus at age"
"United Kingdom","12/30/2021","antivax protest ers bae into Covid-19 test site and remove vital equipment"
"United Kingdom","12/30/2021","Boris Johnson usadying in the name of vaccine freedom nyt opinion"
"United Kingdom","12/30/2021","i hate being scary but I don't see a lockdown coming but I see things getting worse before it gets beer"
"Ireland","12/30/2021","i hate them as much as the next person but a lockdown right about now would probably be wise"
"United Kingdom","12/30/2021","I have seen a lot of online friends and people I respect getting lost in their own minds due to stress Covid and general life I'm writing this to show you are not alone when the UK went into lockdown for months I left the house just times"
"Ireland","12/30/2021","i need a lockdown I'm sick of working"
"United Kingdom","12/30/2021","i predict a lockdown by monday because of lack of tests"
"The Netherlands","12/30/2021","i really miss playing wacca but my country is in lockdown "
"United Kingdom","12/30/2021","i wouldn't get vaxed now for all the tea in china"
"United Kingdom","12/30/2021"," lockdown pending"
"United Kingdom","12/30/2021","skynews lockdown "
"United Kingdom","12/30/2021"," omicron is this the new normal until end of time why didn't government didn't see this coming abolish capitalism visit webinars wswsupdates and international workers alliance of rankanile committees for global elimination of pandemic lockdown now mask up omicron is airborne"
"Germany","12/30/2021","you're comparing apples and oranges here there's just no reason to be afraid of longterm consequences especially there's not less reason to be afraid of longterm consequences of getting Covid and a decline of antibodies was foreseen but just not the rate"
"France","12/30/2021","because bitch it's really about to be a second lockdown "
"United Kingdom","12/30/2021","because Covid comes from exactly the same power source as the antiwhite agenda those who resist either or all including climate change are the deplorables as hillary christened them"
"The Netherlands","12/30/2021","every dutchy this lockdown"
"United Kingdom","12/30/2021","it's one of the biggest exercise success stories to emerge from lockdown"
"United Kingdom","12/30/2021","potus that's coming out of lockdown "
"Austria","12/30/2021","agree could do with a dose of this every day"
"United Kingdom","12/30/2021","small reminder antivax momofthree who was not afraid of Covid dies of the virus"
"United Kingdom","12/30/2021","the Covid vaccine is strongly recommended in pregnancy pregnant women with Covid have a higher risk of being admitted to intensive care than women off the same age who are not pregnant for more information visit"
"Austria","12/30/2021","the EU exported and donated by far the most Covid vaccines not china or usa"
"United Kingdom","12/30/2021"," this must be a parody accountif we we're under labour we would be locked down again or we may never even have come out of lockdown just look at wales"
"Switzerland","12/30/2021","thoughts with the lockdown fanatics at this point"
"France","12/30/2021","thousands brave sudan lockdown to keep up anticoup protest s"
"United Kingdom","12/30/2021","we're going into a full lockdown next year aren't we"
"United Kingdom","12/31/2021","trishmacf finnieclaire UKhsa I have lost a number of loved ones over the festive period in the past yesterday I scaered my dads ashes not Covid related christmas will always have painful memories for some people Covid or not I'm triple jabbed provaccine btw I'm not speaking from any antipov"
"United Kingdom","12/31/2021","I meant a screen shot of the vaccination status green passport Covid passport mobile network can be patchy so instead of logging into nhs app every time I made a screen shot of it"
"United Kingdom","12/31/2021","i miss that time of lockdown where I'd cycle to leeds docks and just sit there for ages it was so nice"
"United Kingdom","12/31/2021"," antivaxer admits to having Covid at packed nyc rally via youtube"
"United Kingdom","12/31/2021"," antivaxer with Covid goes unmasked to antivax rally"
"United Kingdom","12/31/2021"," honestly the thrill when I could finally go there after lockdown "
"Ireland","12/31/2021"," I am absolutely sure we will go into in lockdown "
"United Kingdom","12/31/2021"," omicron wave has peaked south africa says as officials lift curfew"
"United Kingdom","12/31/2021","a curfew would do more harm than good to stop Covid and you have no common sense of you think otherwise"
"United Kingdom","12/31/2021","a good reflective episode from companyofmakers lockdown podcast on seing resolutions or not finding space for reflection and mapping routes through complicated times"
"United Kingdom","12/31/2021","a year that started in lockdown was always going to be a tough one but so blessed to have worked with so many amazing people that have made it an incredible year thank you for making another crazy year so special"
"Ireland","12/31/2021","absolutely and I'm not for lockdown but when hospital are starting ollapse I can tell you no way wex would have done that unless it was direwe worse in ps ew yesterday showed theirs and then saidit could be worse look at ire still people stay mute"
"United Kingdom","12/31/2021","after a year of sloth I have rediscovered the joy of immersing myself in a book emma brockes dssag v lockdown Covid avoidance has had the reverse effect expect on me from or books per week I'm now reading or per week booker judging panel here I come"
"United Kingdom","12/31/2021","after much deliberation here are my favourite books of fabulous books translations non european female authors continents no rdic n xleuropaedUK bierlemonpub orendabooks maclehosepress pushkinpress awaiskhanauthor olguinse yagxecjk"
"United Kingdom","12/31/2021","after the way he treated his staff in the first lockdown I will never go to his pubs he's a nasty piece of work"
"United Kingdom","12/31/2021","also a massive shoutout to marklavs calmoresports mortontom soutiltscc hoddyccofficial for the lockdown fitness challenges they definitely bumped the stats crickets lag how many clubs"
"United Kingdom","12/31/2021","amazes me some people want to be stuck in permanent lockdown "
"United Kingdom","12/31/2021","among the working classes that's still true to an extent but even then the most common response I have got for criticising Sturgeons lockdown rules has been she's only looking after us and at least she's not doing what the tories are doing"
"United Kingdom","12/31/2021","amount of days to the th jan from first UK lockdown march"
"United Kingdom","12/31/2021","and as we started to ease out of lockdown we launched two new walking trails covering the roman walls and the siege of colchester"
"United Kingdom","12/31/2021","and finally our most downloaded episode this year was and this was a surprise to usepisode garden birds under a silent sky minsa london dawn chorus from our garden recorded in april during lockdown you"
"United Kingdom","12/31/2021","and we can roll back the other restrictions too no need for new lockdown measures to tackle omicron says nhs boss totrli via mailonline"
"United Kingdom","12/31/2021","angry nhs doctor reaches breaking point over decision to not get Covid vaccine "
"United Kingdom","12/31/2021","another very overpaid exec a year plus bonuses another one who knows nothing about people or health there is a need to lock down and fast no need for new lockdown measures to tackle omicron says nhs boss xedva y"
"United Kingdom","12/31/2021"," antivaxers storm Covid testing centre and trash gear in disgraceful protest "
"United Kingdom","12/31/2021","anybody would think they haven't put lockdown measures in yet so people go out to mingle and frolic away only to then do so just thinking out loud"
"Germany","12/31/2021","aren't software you can stop from being active as long as the problemnis solved we have souls spirits a mind a lockdown causes deprens and aggrens the worst idea ever"
"United Kingdom","12/31/2021","article by bbcnews what does lockdown mean here it goes on to lain to a degree eventually but the title and opening of the article is largely meaningless redundant so badly done one might think it was deliberate"
"Germany","12/31/2021","as far as I know he never did when pc appeared to me to be spewing climatechange denial antisemitism and all manner of other farright enthusiasms so why would he start now and jc did also vote with the tory fr rebels on Covid restrictions recently"
"United Kingdom","12/31/2021","as it's coming closer to the end of and onto the new year of ill be looking back on one of the most rollercoaster there has been ups and downs for me in third national lockdown fitness at home winning the double with my team dt fc and englands finalist"
"United Kingdom","12/31/2021","as we reflect on who made a difference to your year did a neighbour help you when isolatingin lockdown a young person raise money for charity why not no minate them in our awards overs and unders please fill out a short form here"
"United Kingdom","12/31/2021","at least for a long stretch in we could live relatively normal lives certainly much more being able to do things happened in than in winter lockdown was the most miserable one but even so"
"France","12/31/2021","australia decrecord dtx pos omicron cases rising with omicron but not deaths gs Covid australia passesanitaire passvaccinal vaccination variant "
"United Kingdom","12/31/2021","aye he might bite on a lockdown after ny"
"United Kingdom","12/31/2021","bbc live pushing and pushing the lockdown rhetoric again that mcdonald woman is a nightmare she just wants ultimate sufferance for the public shut up with the attempted brainwashing Covid"
"United Kingdom","12/31/2021","bbchealth omicron south africa ends nighime curfew"
"United Kingdom","12/31/2021","be cautious take a lateral flow test before you go outit's now obliga tory for those going to large indoor events or nightclubs to show a Covid passport in order to gain entryparty outdoors or in well ventilated areas"
"Germany","12/31/2021","because if your residence is in france once there you have to abide by their lockdown rules"
"United Kingdom","12/31/2021","because it's been all this rhetoric about how we need to be responsible and we don't need a lockdown but more look where we are"
"United Kingdom","12/31/2021","being antienglish is never going to win independence wasn't that what the auld alliance was about our strength lies in our diversity we win on today's issues we don't have to go back so far consider how the devolved nations are leading bj by the no se in managing Covid"
"United Kingdom","12/31/2021","booster available mid january to prevent another lockdown you watch that pfizer ain't happy with the billion in profit's they already made this year"
"United Kingdom","12/31/2021","Boris Johnson allow lockdown bruv can't be arsed let's just crack on with it"
"United Kingdom","12/31/2021","boris johnson blocks investigation into his attendance at downing street lockdown parties byline times"
"United Kingdom","12/31/2021","Boris Johnson has done beer than whole of Europe france Germany italy as bad as when virus first started holland in huge lockdown via euronews but Boris Johnson vax strategy best in world he always makes the right call happy"
"United Kingdom","12/31/2021","Boris Johnson people is a lot of people leaving london because of lockdown but I'm not convinced it's because of that you're throwing them out to move the illegal immigrants in"
"France","12/31/2021","boss says there is no need for any new lockdown measures to tackle omicron because severe cases remain stable despite UK infections hiing pandemic record high of and hospivia"
"United Kingdom","12/31/2021","but vaccine passports are a divisive issue we need the nhs staff every single one of them the tory right are antinhs and anti lockdown and antivax so I don't think it's really the same although I would support it the reasons for not are very different"
"United Kingdom","12/31/2021","can the crowd stop with the calls for lockdown now even the nhs is saying there's no need"
"United Kingdom","12/31/2021","cant lockdown would disrupt the economy how about no letter post since christmas eve no delivery round on wednesday locally and yesterday only delivering packages that we're late too many off ill at the depot post stacking up"
"United Kingdom","12/31/2021","capitalism all developed nations put economy first and some they know who they are condescend from a great height to suggest this is good for you abolish capitalism visit webinars wswsupdates how to end pandemic and global workers inquest into Covid-19 lockdown nowI s"
"United Kingdom","12/31/2021","caught Covid brought it back into nazi caused a lockdown that's cancelling new years parties rumoured to not have isolated properly and allowed it to reenter population"
"United Kingdom","12/31/2021","check out my lockdown forms on all art from x have a great day"
"United Kingdom","12/31/2021","clearly been offered a peerage or similar to buy off his support for tories murderous policy nowhere does he answerpoints that huge spread will paralyse everything unless lockdown now shocking today"
"Germany","12/31/2021","colorado wilires destroy homes displace thousands china people complain of food shortages amid lockdown biden and putin discuss UKraine tensions in a phone calltoday's top stories in minutes"
"Austria","12/31/2021","cool down sta lockdown "
"United Kingdom","12/31/2021","cops hunt antivax thug who stormed Covid test site took key equipment the suna grinning Covid iot who will I hope be prosecuted to the fullest extent of the law get a life"
"United Kingdom","12/31/2021","cops hunt disgraceful antivax thug who stormed Covid test site and took vital equipment laughing"
"United Kingdom","12/31/2021","could have chosen low Covid numbers and had normal lives and a normal economy instead an endless cycle of easing restrictions high case numbers and hospitalisations and deaths lockdown is more popular and politicians are made too impotent by this to protect their people"
"United Kingdom","12/31/2021","Covid passport showing was an absolute joke at manutd last night like a responsible citizen I had mine and showed it to stewards on the way in but the cursory glance meant it could have been anyones or even ired if you're going to do the job do it properly"
"Ireland","12/31/2021","cow being closed for nee years some banger my last years of new years snaps there sad bar lockdown last year"
"United Kingdom","12/31/2021","critics of Boris Johnson re virus shd watch euronews france state as bad months ago holland in brutal lockdown german death toll a day one point hungary czechia all bad via euronews virus soaring across eu"
"United Kingdom","12/31/2021","day during lockdown my origami skills have improved ten fold"
"France","12/31/2021","deploys armed police ahead of the new years eve as drops curfew"
"United Kingdom","12/31/2021","despite starting the year in lockdown many businesses have opened in suffolk over the past year"
"United Kingdom","12/31/2021","despite starting the year in lockdown many businesses have opened in suffolk over the past year"
"United Kingdom","12/31/2021","despite starting the year in lockdown many businesses have opened in suffolk over the past year"
"United Kingdom","12/31/2021","despite starting the year in lockdown many businesses have opened in suffolk over the past year"
"United Kingdom","12/31/2021","did anyone get asked for there Covid passport last night"
"The Netherlands","12/31/2021","didn't have a curfew"
"United Kingdom","12/31/2021","didn't he also have a lockdown partyhe can still do wrong whilst being lawful if anything he's more likely to know what he can get away with rather than having to uturn like johnson"
"United Kingdom","12/31/2021","don't look much this old net but since brought it months agotheres been timesparticularly during restrictions where it been geoes best friend had so many great moments down the local parkbest decision ever made getting this lockdown n"
"United Kingdom","12/31/2021","don't look now would have been more interesting if it was about scientists warning about the effects of lockdown don't lock up perhaps or some other quasiheretical view the issue with hollywood is it presents received orthodoxies as the ones that are most challenged"
"United Kingdom","12/31/2021","don't start the new year with Covid please be careful if you're going out tonight do you need to go out show your Covid passport when entering venues wear a face covering take care noingham"
"United Kingdom","12/31/2021","dont think hell ever get back to his pre lockdown form ole has genuinely physically destroyed him"
"Belgium","12/31/2021","during Covid lockdown t hen these as a few of the many high pointsfollowedproduction of video documentaries I entirely directed and partially shotproduction of blood on uniforms investigation shortlisted for auably journalisms most lucrative award"
"United Kingdom","12/31/2021","editorial nightingale hospitals are back the threat to the nhs is serious"
"United Kingdom","12/31/2021","elebrate my new gcajournal paper is out a toolkit of mantle stable isotope mgcafevcr behaviour a lockdown inspired project that I'm very proud of thank you to the excellent reviewers access here"
"United Kingdom","12/31/2021","ending the year with one of our favourite lockdown walks a circular rathorne from our front door it's on no tourist trail but is quietly beautiful"
"United Kingdom","12/31/2021","engineers know it's vital to optimise performance of every measure using best science before deployment to keep upgrading both the measure and advice as to how when where why it's in their interest to use it best masks a lockdown on yr no se avoid real ones"
"United Kingdom","12/31/2021","enjoy lockdown then"
"United Kingdom","12/31/2021","eu in dire straits re virus france in grip of huge virus wave becos people have not been vaccinated in france as bad as two years ago no medical staff are for sick holland in brutal lockdown Boris Johnson handling virus well"
"United Kingdom","12/31/2021","euro news reports k dutch gone to Germany and belgium to escape lockdown france has more omicron cases per day than us they don't talk about that"
"United Kingdom","12/31/2021","everywhere else is in lockdown take a look Germanyitalyaustriaholland and this country is two arrogant that we think oh it's not too severe even though we have one of the highest case rates in the world"
"United Kingdom","12/31/2021","exactly but the problem over here is our government and there chief medical officers weirdly want to spread panic and fear on the news channels no fan of our prime minister but he is doing right thing resisting more lockdown measures"
"United Kingdom","12/31/2021","exactly thismitigation measures can help reduce spread and reduce the risk of needing another lockdown out"
"United Kingdom","12/31/2021","fathers are more likely to get back into work more quickly than mothers for example so mothers can lag behind in terms of returning posvid when you close schools you're increasing the burden for women"
"United Kingdom","12/31/2021","first half of was a Covid wipe out but still visited boulton on the water malta andorra and san marino also had euro which saw england reach the final and back in august we we're allowed to go back rewe alexandra after lockdown here's too"
"United Kingdom","12/31/2021","flights in one in january on a robin ferry flight during lockdown the other in november where ice was forming on the gliders quicker than you could defrost it initially"
"United Kingdom","12/31/2021","for someone who makes memes and works at a testing site this is more of a joke than anything"
"United Kingdom","12/31/2021","from lockdown rules being broken to angry tourists vowing never to return "
"United Kingdom","12/31/2021","fuck where to begin hades for the second lockdown then death stranding directors cut metroid dread resident evil rc rift apart loads more but I just can't remember them all"
"United Kingdom","12/31/2021","gbnews as lockdown threats produce de facto lockdowns might threatened travel bans do the same harm the french economy"
"United Kingdom","12/31/2021","geing through is an achievement in itself but I would like to share the creative things I'm proud of from this yearseing up a digital scratch night during lockdown cowriting and codirecting sstrange th for the edinbu horror festival"
"United Kingdom","12/31/2021","given the crazy pressures on nhs staff just allowing the virus to rip on the basis less people are dying at the moment and numbers won't go up needs a beer justification than we have been given there are mitigations less severe than full lockdown that could be used"
"United Kingdom","12/31/2021","going out tonight remember that you must show your nhs Covid passport at nightclubs some venues and large events to show you're fully vaccinated have had a negative test result in the last hours or you have an exemption"
"United Kingdom","12/31/2021","govUK another lockdown is feasible only to excuse the entry into force of the mandatory vaccine "
"United Kingdom","12/31/2021","govUK we have too many lazy people in this country that don't ever want to go back to work they love lockdowns and why not get paid to sit at home in their stinking jimjams what do they want a lockdown every year because omricon is the equivalent of flu but with less deaths"
"United Kingdom","12/31/2021","guess is lockdown porn addiction"
"United Kingdom","12/31/2021","had a prey special year with a very special personnever mind lockdown I locked it down"
"United Kingdom","12/31/2021","had my Covid passport actually checked for the first time instead of yeah that looks like a QR-code to me"
"United Kingdom","12/31/2021","had vaccines for the whole of it so it seemed there was an end in sight and less time spent in lockdown than"
"United Kingdom","12/31/2021","haha way ahead of me then there I was wearing a scarf around my mouth and no se to go shopping just before lockdown came though which no one else around here was not that it would have been much use looking back"
"Ireland","12/31/2021","happy new lockdown "
"United Kingdom","12/31/2021","happy new year things to look forward to next year lockdown revenge of the clawliams new albumliam playing at knebworth getting delayed due orono virus againidk maybe they'll announce a new mario karhat is all"
"France","12/31/2021","happy new year to all decent folk have safe one peopleas for johnson and coantivaccine idiots and Covid deniers you can all go eat never vote conservative johnson must resign"
"United Kingdom","12/31/2021","happy new years eve if you're heading out this evening make sure your phone is chaed you have planned your journey homeyou have done a lateral flow test heck you are negative and have your Covid passport ready you wear a face covering on tfl unless exempt"
"United Kingdom","12/31/2021","have a look at our data and tell me that we should lockdown and destroy what is left of our economy"
"United Kingdom","12/31/2021","having a weekend off from baking baked every week through lockdown got all my inspiration from you paul your books"
"United Kingdom","12/31/2021","he can't call a lockdown he has no control over his party and no respect from the country boris resign boris must go tory criminals UK"
"United Kingdom","12/31/2021","heading out tonight you will need to show your nhs Covid passport for certain venuesthe nhs Covid passport let's you share your coronavirus status recordsfor more information visit keep surrey safe"
"United Kingdom","12/31/2021","here are a few of those things that I think we think matter or don't as revealed to us by the depths of lockdown perhaps you agreevisit the conscious professional website for our latest blog posts pandemicepiphanies realisations gratitude"
"United Kingdom","12/31/2021","he's listed a liverpool stat from before the first lockdown as justification for alexanderarno lds inclusion have I read that right"
"United Kingdom","12/31/2021","hi problem on website trying to access Covid passport by verifying mobile number but only gives option change personal information"
"United Kingdom","12/31/2021","himself I've no medical expertise or training so i'll have to take your word for it I didn't have a cold last year but we we're all in lockdown normal cold this year but I've not had Covid think the vaccine promise was to stop serious illness and or death not that you wouldn't get it"
"United Kingdom","12/31/2021","homies the snapchat blimp thing will passport over us at hours get ready with your antiaircraft missiles"
"United Kingdom","12/31/2021","how is alley cheeky looks like we could be going into a lockdown this week"
"United Kingdom","12/31/2021","how it started lockdown how it's going we made cricket more accessible sage advice"
"Ireland","12/31/2021","how many jabs will it finally taketo get zero Covid or circuit breakmany show medical compliancebut megaphone marchers yell defiance Covid christmas compliance defiance vaccine passports hugs lockdown science hope mrcoqxh"
"United Kingdom","12/31/2021","i celebrated what I love about my city mainly with stories like this night"
"United Kingdom","12/31/2021","i did struggle with reading a bit this year which is very rare for me in the depth of lockdown and book drafting I read nothing but geoee heyer dorothy l sayers murder mysteries which I would very much recommend found concentration very difficult"
"United Kingdom","12/31/2021","I don't think people would comply with another lockdown and there is a lot of resistance to new restrictions the government has no authority no w"
